doi_r,doi_o,url_r,url_o,ref_r,ref_o,abstract_r,year_r,year_o,type,outcome,outcome_quote,outcome_quote_source,source
10.1016/j.jsams.2024.07.018,10.1016/j.jsams.2017.06.007,https://doi.org/10.1016/j.jsams.2024.07.018,https://doi.org/10.1016/j.jsams.2017.06.007,"Ciara Byrne, Jennifer Murphy, Joe Warne (2024) Replication study: Investigating the effects of maximal anaerobic fatigue on dynamic postural control using the Y-Balance Test. Journal of science and medicine in sport.","William Johnston, Kara Dolan, Niamh Reid, Garrett F. Coughlan, Brian Caulfield (2017) Investigating the effects of maximal anaerobic fatigue on dynamic postural control using the Y-Balance Test. Journal of science and medicine in sport.","OBJECTIVES: The aim of this study was to replicate the study titled ""Investigating the effects of maximal anaerobic fatigue on dynamic postural control using the Y-Balance Test"" by Johnston et al. (2018) as part of a large replication project. This study aimed to determine the effects of maximal anaerobic fatigue on dynamic postural control using the Y-Balance Test, with a specific focus on anterior reach distance. DESIGN: A single session intervention. METHODS: Forty male and female university students (age: 22 ± 3 years, height: 171.88 ± 8.96 cm, mass: 76.20 ± 14.31 kg) partaking in competitive sport, completed a Y-Balance Test protocol at 20, 10, and 0 min before a modified 60 s Wingate fatiguing protocol. Post-fatigue assessments were completed at 0, 10, and 20 min after the Wingate test. Replication outcomes included significance, direction, and effect size comparison using a z-test. RESULTS: = 0.376; 95 % CI: 0.00, 0.62). The replication and original effect size estimates for anterior reach direction were compared using a z-test and were deemed compatible (z = 1.65, p = 0.05). CONCLUSIONS: Overall, we replicated the original study findings for the effect of maximal anaerobic fatigue on anterior reach distance in a Y-Balance Test.",2024.0,2017.0,replication,success,"Overall, we replicated the original study findings for the effect of maximal anaerobic fatigue on anterior reach distance in a Y-Balance Test.",full_text,openalex
10.1523/jneurosci.1060-18.2018,10.1016/j.neuron.2015.08.026,https://doi.org/10.1523/jneurosci.1060-18.2018,https://doi.org/10.1016/j.neuron.2015.08.026,"Theresa M. Desrochers, Anne Collins, David Badre (2018) Sequential Control Underlies Robust Ramping Dynamics in the Rostrolateral Prefrontal Cortex. Journal of Neuroscience.","Theresa M. Desrochers, Christopher H. Chatham, David Badre (2015) The Necessity of Rostrolateral Prefrontal Cortex for Higher-Level Sequential Behavior. Neuron.","An essential human skill is our capacity to monitor and execute a sequence of tasks in the service of an overarching goal. Such a sequence can be as mundane as making a cup of coffee or as complex as flying a fighter plane. Previously, we showed that, during sequential control, the rostrolateral prefrontal cortex (RLPFC) exhibits activation that ramps steadily through the sequence and is necessary for sequential task execution using fMRI in humans (Desrochers et al., 2015). It remains unknown what computations may underlie this ramping dynamic. Across two independent fMRI experiments, we manipulated three features that were unique to the sequential control task to determine whether and how they modulated ramping activity in the RLPFC: (1) sequence position uncertainty, (2) sequential monitoring without external position cues (i.e., from memory), and (3) sequential monitoring without multilevel decision making (i.e., task execution). We replicated the ramping activation in RLPFC and found it to be remarkably robust regardless of the level of task abstraction or engagement of memory functions. Therefore, these results both replicate and extend previous findings regarding the function of the RLPFC. They suggest that sequential control processes are integral to the dynamics of RLPFC activity. Advancing knowledge of the neural bases of sequential control is crucial for our understanding of the sequential processes that are necessary for daily living. SIGNIFICANCE STATEMENT We perform sequences of tasks every day, but little is known about how they are controlled in the brain. Previously we found that ramping activity in the rostrolateral prefrontal cortex (RLPFC) was necessary to perform a sequence of tasks. We designed two independent fMRI experiments in human participants to determine which features of the previous sequential task potentially engaged ramping in the RLPFC. We found that any demand to monitor a sequence of state transitions consistently elicited ramping in the RLPFC, regardless of the level of the decisions made at each step in the sequence or engagement of memory functions. These results provide a framework for understanding RLPFC function during sequential control, and consequently, daily life.",2018.0,2015.0,replication,success,"We replicated the ramping activation in RLPFC and found it to be remarkably robust regardless of the level of task abstraction or engagement of memory functions. Therefore, these results both replicate and extend previous findings regarding the function of the RLPFC.",abstract,openalex
10.1086/695137,10.1093/qje/qjr029,https://doi.org/10.1086/695137,https://doi.org/10.1093/qje/qjr029,"Naima Hafeez, Climent Quintana‐Domeque (2017) Son Preference and Gender-Biased Breastfeeding in Pakistan. Economic Development and Cultural Change.","Seema Jayachandran, Ilyana Kuziemko (2011) Why Do Mothers Breastfeed Girls Less than Boys? Evidence and Implications for Child Health in India. The Quarterly Journal of Economics.","We investigate gender-biased breastfeeding in Pakistan using data from the 2006–07 Pakistan Demographic and Health Survey. We replicate the analysis of Jayachandran and Kuziemko (2011) in India, where a model of breastfeeding was developed that incorporates its contraceptive properties and yields several predictions regarding when mothers wean their children. We test the validity of their theory in Pakistan, where parents’ stated preference for sons is twice as large as in India. Our replication exercise strongly supports their theory: mothers breastfeed daughters significantly less (especially if there are no elder sons) to increase the chances of becoming pregnant again with the hope to conceive a son. In Pakistan, the male advantage in breastfeeding is more than twice as large as in India (0.9 vs. 0.4 months). In addition, we find similar birth-order patterns for the mother’s subjective assessment of unwanted pregnancies as we do for breastfeeding duration.",2017.0,2011.0,replication,success,Our replication exercise strongly supports their theory: mothers breastfeed daughters significantly less (especially if there are no elder sons) to increase the chances of becoming pregnant again with the hope to conceive a son.,abstract,openalex
10.1007/s11002-023-09690-7,10.1177/0022243719851490,http://dx.doi.org/10.1007/s11002-023-09690-7,https://doi.org/10.1177/0022243719851490,"Sören Köcher, Markus Husemann-Kopetzky, Marie Schirmbeck, Melina Hess, Fabian Gmeindl, Samuel Hess (2023) A Conceptual replication of the differential price framing effect in the field. Marketing Letters.","Thomas Allard, David J. Hardisty, Dale W. Griffin (2019) When “More” Seems Like Less: Differential Price Framing Increases the Choice Share of Higher-Priced Options. Journal of Marketing Research.","Across a series of 10 laboratory and online studies, Allard, Hardisty, and Griffin (2019) demonstrated an increased preference for premium, higher-priced products over standard products when consumers were presented with the additional cost of the higher-priced option (i.e., differential price framing; e.g., “for $20 more”) rather than with its total price (i.e., inclusive price framing; e.g., “for $60 total”); a phenomenon referred to as the differential price framing effect. In this paper, we conceptually replicate this effect in a field experiment that focuses on the application of a differential price framing strategy to a specific product format; namely, multipacks of identical products. Consistent with the differential price framing effect, the present study shows—based on 45,626 add-to-cart events and 30,426 completed product purchases on an online retailer’s website—that the choice shares of higher-priced options increase when a differential price framing strategy is used. However, compared to non-consequential add-to-cart activities, this bias is considerably less pronounced in actual purchase patterns.",2023.0,2019.0,replication,success,"Consistent with the differential price framing effect, the present study shows—based on 45,626 add-to-cart events and 30,426 completed product purchases on an online retailer’s website—that the choice shares of higher-priced options increase when a differential price framing strategy is used.",abstract,openalex
10.1016/j.ijpsycho.2026.113382,10.1111/j.1469-8986.2008.00688.x,,https://doi.org/10.1111/j.1469-8986.2008.00688.x,"Kerstin Brinkmann, Katja Schlegel, Klaus R. Scherer, Guido H. E. Gendolla (2026) A well-powered test of task difficulty effects on cardiovascular indicators of mental effort. International Journal of Psychophysiology.","Michael M. Richter, Antonia Friedrich, Guido H. E. Gendolla (2008) Task difficulty effects on cardiac activity. Psychophysiology.","Motivational intensity theory posits that effort is proportional to task difficulty as long as success is possible and the necessary effort is justified. Dozens of earlier studies operationalized mental effort as cardiovascular reactivity, especially systolic blood pressure (SBP), but also heart rate (HR), and diastolic blood pressure (DBP). In a highly cited paper, Richter et al. (2008) have advocated for pre-ejection period (PEP) as a more reliable indicator of mental effort because of its direct dependence on beta-adrenergic sympathetic activation. We aimed to build on and extend that past work by testing the difficulty effect in larger cell sizes to (1) address recent concerns about underpowered studies and (2) provide a more complete picture of the hemodynamic effects. N = 114 young adults worked on an easy vs. difficult memory span task while their cardiovascular activity was assessed. As expected, responses of PEP-and also cardiac output (CO), SBP, DBP, and HR-were stronger during the difficult compared to the easy task, thereby conceptually replicating and extending past research. By contrast, responses of total peripheral resistance (TPR) and heart rate variability (RMSSD & HF power) did not significantly differ between the conditions. Accordingly, task difficulty effects on cardiovascular reactivity are primarily mediated by beta-adrenergic activation. This provides a strong conceptual replication of a task difficulty effect on cardiovascular reactivity that is consistent across sexes and adds additional information about the underlying hemodynamics (i.e., myocardial response pattern).",2026.0,2008.0,replication,success,"As expected, responses of PEP-and also cardiac output (CO), SBP, DBP, and HR-were stronger during the difficult compared to the easy task, thereby conceptually replicating and extending past research.",abstract,openalex
10.17705/1atrr.00046,10.1287/isre.1040.0032,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1048&context=trr,https://doi.org/10.1287/isre.1040.0032,"Miaoyi Zeng, Shuai-fu Lin, Deborah J. Armstrong (2020) Are All Internet Users’ Information Privacy Concerns (IUIPC) Created Equal?. Journal of the Association for Information Systems.","Naresh K. Malhotra, Sung S. Kim, James Agarwal (2004) Internet Users' Information Privacy Concerns (IUIPC): The Construct, the Scale, and a Causal Model. Information Systems Research.","The current study is a conceptual replication of Malhotra, Kim, and Agarwal’s (2004) nomological model of internet user information privacy concerns (IUIPC). We empirically tested the same hypotheses and use conceptually similar (but not exact) measures and analyses. In addition, while the original study explored privacy concerns from a customer perspective within an e-commerce context, this replication explored privacy concerns from a participant perspective within a social networking context. By this, we test the boundaries of the original theory and the strength of the relationships. The findings from this replication study were partially consistent with the original study. Specifically, the relationship between IUIPC and risk beliefs was supported, and the relationship between trusting beliefs and behavioral intention (i.e., revelation of private information) was supported. Consistent with the original study, this study found that sensitive information significantly decreased participants’ intention to reveal private information. However, several other significant relationships in the original study were found non-significant in the context of this replication study. Future research is impacted by this study as we found that not all online information privacy concerns are created equal.",2020.0,2004.0,replication,mixed,"Specifically, the
relationship between IUIPC and risk beliefs was supported, and the relationship between trusting beliefs and behavioral
intention (i.e., revelation of private information) was supported. Consistent with the original study, this study found that
sensitive information significantly decreased participants’ intention to reveal private information. However, several other
significant relationships in the original study were found non-significant in the context of this replication study.",abstract,openalex
10.1521/jscp.2016.35.5.386,10.1097/ajp.0b013e3181cd1710,,https://doi.org/10.1097/ajp.0b013e3181cd1710,"Chung Jung Mun, Paul Karoly, Linda S. Ruehlman, Hanjoe Kim (2016) Borderline Personality Features and Pain Severity: Exploring the Mediational Role of Depression and Catastrophizing. Journal of Social and Clinical Psychology.","Sarah L. Tragesser, Daniel Bruns, John Mark Disorbio (2010) Borderline Personality Disorder Features and Pain: The Mediating Role of Negative Affect in a Pain Patient Sample. Clinical Journal of Pain.","The co-occurrence of borderline personality disorder (BPD) and chronic pain has prompted research designed to identify potential connective mechanisms. The present study sought to replicate and extend the work of Tragesser, Bruns, and Disorbio (2010) who examined depression as a potential mediator of the link between BPD and pain in a nonclinical sample. A three-path mediation model of the sequence: BP features → depression → pain catastrophizing → pain severity provided the working hypothesis for the present study. Mediational analyses, employing percentile bootstrapping, revealed a significant three-path mediated effect. The present study not only successfully replicated the findings of Tragesser, Bruns, & Disorbio (2010), but, by including pain catastrophizing, expands our nascent understanding of how key individual differences mediate the BPD—pain severity connection. Theoretical and clinical implications and limitations of the present findings are discussed.",2016.0,2010.0,replication,success,"The present study not only successfully replicated the findings of Tragesser, Bruns, & Disorbio (2010), but, by including pain catastrophizing, expands our nascent understanding of how key individual differences mediate the BPD—pain severity connection.",abstract,openalex
10.1002/jae.2922,10.1257/0002828054201242,https://doi.org/10.1002/jae.2922,https://doi.org/10.1257/0002828054201242,"Nino Buliskeria, Jaromír Baxa (2022) Do rural banks matter that much? Burgess and Pande (2005) reconsidered. Journal of Applied Econometrics.","Robin Burgess, Rohini Pande (2005) Do Rural Banks Matter? Evidence from the Indian Social Banking Experiment. American Economic Review.","Summary We replicate Burgess and Pande's (2005) analysis of the effect of India's state‐led bank expansion on poverty. The authors instrument rural bank branch expansion by its trend reversal explained by the 1977 licensing rule and find that the bank expansion decreased poverty. However, the authors do not consider other licensing rule amendments and concurrent policies. Thus, their instrument is not necessarily exogenous to poverty. We show that the significant effect of bank expansion on poverty disappears after summarizing the trend reversal with more breaks linked to the bank licensing policy.",2022.0,2005.0,replication,failure,We show that the significant effect of bank expansion on poverty disappears after summarizing the trend reversal with more breaks linked to the bank licensing policy.,abstract,openalex
10.1016/j.cortex.2022.12.003,10.1016/j.neuron.2008.07.005,https://doi.org/10.1016/j.cortex.2022.12.003,https://doi.org/10.1016/j.neuron.2008.07.005,"Lina Skora, James J. A. Livermore, Zoltán Dienes, Anil K. Seth, R. B. Y. Scott (2022) Feasibility of unconscious instrumental conditioning: A registered replication. Cortex.","Mathias Pessiglione, Predrag Petrović, Jean Daunizeau, Stefano Palminteri, Raymond J. Dolan, Chris Frith (2008) Subliminal Instrumental Conditioning Demonstrated in the Human Brain. Neuron.","The extent to which high-level, complex functions can proceed unconsciously has been a topic of considerable debate. While unconscious processing has been demonstrated for a range of low-level processes, from feature integration to simple forms of conditioning and learning, theoretical contributions suggest that increasing complexity requires conscious access. Here, we focus our attention on instrumental conditioning, which has been previously shown to proceed without stimulus awareness. Yet, instrumental conditioning also involves integrating information over a large temporal scale and distinct modalities in order to deploy selective action, constituting a process of substantial complexity. With this in mind, we revisit the question of feasibility of instrumental conditioning in the unconscious domain. Firstly, we address the theoretical and practical considerations relevant to unconscious learning in general. Secondly, we aim to replicate the first study to show instrumental conditioning in the absence of stimulus awareness (Pessiglione et al., 2008), following the original design and supplementing the original crucial analyses with a Bayesian approach (Experiment 1). We found that apparent unconscious learning took place when replicating the original methods directly and according to the tests of awareness used. However, we could not establish that the full sample was unaware in a separate awareness check. We therefore attempted to replicate the effect yet again with improved methods to address the issues related to sensitivity and immediacy (Experiment 2), including an individual threshold-setting task and a trial-by-trial awareness check permitting exclusion of individual aware trials. Here, we found evidence for absence of unconscious learning. This result provides evidence that instrumental conditioning did not occur without stimulus awareness in this paradigm, supporting the view that complex forms of learning may rely on conscious access. Our results provides support for the proposal that perceptual consciousness may be necessary for complex, flexible processes, especially where selective action and behavioural adaptation are required.",2022.0,2008.0,replication,mixed,"We found that apparent unconscious learning took place when replicating the original methods directly and according to the tests of awareness used. However, we could not establish that the full sample was unaware in a separate awareness check. We therefore attempted to replicate the effect yet again with improved methods to address the issues related to sensitivity and immediacy (Experiment 2), including an individual threshold-setting task and a trial-by-trial awareness check permitting exclusion of individual aware trials. Here, we found evidence for absence of unconscious learning. This result provides evidence that instrumental conditioning did not occur without stimulus awareness in this paradigm, supporting the view that complex forms of learning may rely on conscious access.",abstract,openalex
10.1002/jaba.921,10.1002/jaba.453,https://doi.org/10.1002/jaba.921,https://doi.org/10.1002/jaba.453,"Tessa Taylor, Marc J. Lanovaz (2022) Agreement between visual inspection and objective analysis methods: A replication and extension. Journal of Applied Behavior Analysis.","Katie Wolfe, Michael A. Seaman, Erik Drasgow, Phillip Sherlock (2018) An evaluation of the agreement between the conservative dual‐criterion method and expert visual analysis. Journal of Applied Behavior Analysis.","Behavior analysts typically rely on visual inspection of single-case experimental designs to make treatment decisions. However, visual inspection is subjective, which has led to the development of supplemental objective methods such as the conservative dual-criteria method. To replicate and extend a study conducted by Wolfe et al. (2018) on the topic, we examined agreement between the visual inspection of five raters, the conservative dual-criteria method, and a machine-learning algorithm (i.e., the support vector classifier) on 198 AB graphs extracted from clinical data. The results indicated that average agreement between the 3 methods was generally consistent. Mean interrater agreement was 84%, whereas raters agreed with the conservative dual-criteria method and the support vector classifier on 84% and 85% of graphs, respectively. Our results indicate that both objective methods produce results consistent with visual inspection, which may support their future use.",2022.0,2018.0,replication,success,"The results indicated that average agreement between the 3 methods was generally consistent. ... Our results indicate that both objective methods produce results consistent with visual inspection, which may support their future use.",abstract,openalex
10.1038/s41598-022-18520-1,10.1109/tvcg.2016.2518137,https://doi.org/10.1038/s41598-022-18520-1,https://doi.org/10.1109/tvcg.2016.2518137,"Magdalena Sabat, Bartosz Haładus, Michał Klincewicz, Grzegorz J. Nalepa (2022) Cognitive load, fatigue and aversive simulator symptoms but not manipulated zeitgebers affect duration perception in virtual reality. Scientific Reports.","Christian Schatzschneider, Gerd Bruder, Frank Steinicke (2016) Who turned the clock? Effects of Manipulated Zeitgebers, Cognitive Load and Immersion on Time Estimation. IEEE Transactions on Visualization and Computer Graphics.","The perceived duration of an interval depends on numerous aspects of the passed event both endogenous, including physiological arousal, level of wakefulness, attention, and surprise, as well as exogenous such as valence, salience, or context in the environment. There is some evidence that ""time-giving"" cues from the environment (zeitgebers) are coupled with time perception. The movement of the sun on the horizon was demonstrated to affect interval perception in a study conducted by Schatzschneider et al. (2016) claiming that the sun's motion is a zeitgeber that influences time perception. In the present study, we undertake the first to our knowledge replication of this effect, extending the analysis to confounding aspects of the used paradigm. We aimed to test the effect of immersion, cognitive load, and changes in the speed of the sun on the horizon of the virtual environment on the perceived interval duration. We did not replicate the original effect, as reported by Schatzschneider et al., however, we did find that the perceived duration of an interval was affected by cognitive load, fatigue, and unpleasant symptoms caused by VR. In our analysis, we used Bayesian statistics to support our conclusion and offer its results as having some important consequences for the field.",2022.0,2016.0,replication,failure,"We aimed to test the effect of immersion, cognitive load, and changes in the speed of the sun on the horizon of the virtual environment on the perceived interval duration. We did not replicate the original effect, as reported by Schatzschneider et al., however, we did find that the perceived duration of an interval was affected by cognitive load, fatigue, and unpleasant symptoms caused by VR. In our analysis, we used Bayesian statistics to support our conclusion and offer its results as having some important consequences for the field.",abstract,openalex
10.17705/1atrr.00076,10.2307/249688,https://aisel.aisnet.org/trr/vol8/iss1/5/,https://doi.org/10.2307/249688,"Carlos Alberto Torres, John Correia, Deborah Compeau, Michelle Carter (2022) Computer Self Efficacy: A Replication After Thirty Years. AIS Transactions on Replication Research.","Deborah Compeau, Christopher A. Higgins (1995) Computer Self-Efficacy: Development of a Measure and Initial Test. MIS Quarterly.","This work replicates Compeau and Higgins (1995) study of computer self-efficacy (CSE). Nearly 30 years have passed since those data were collected, and the CSE concept and measurement instrument have been widely used with very limited change. This, despite extensive changes in both the technological and user environment. The original study was conducted using a mail survey of professional workers who learned to use computers for business related tasks in organizational settings. We conduct a conceptual replication with digital natives (undergraduate business students) who were learning to use computers for business related tasks in a university lab setting. We test the original model, with the measures adapted as needed to match the context. Our results confirm some but not all the initial study’s hypotheses (9 replication study vs. 16 original study). These findings suggest the need for additional investigation into the utility of the original CSE conceptualization and the implications of computer self-efficacy in computer use for contemporary IS contexts.",2022.0,1995.0,replication,mixed,Our results confirm some but not all the initial study’s hypotheses (9 replication study vs. 16 original study).,abstract,openalex
10.1145/2168556.2168644,https://doi.org/10.1086/209397,https://doi.org/10.1145/2168556.2168644,,"Poja Shams, Erik Wästlund, Lars Witell (2012) Revisiting Russo and Leclerc.","J. Edward Russo, France Leclerc (1994) An Eye-Fixation Analysis of Choice Processes for Consumer Nondurables. Journal of Consumer Research.","In this paper, we revisit a seminal research contribution by Russo and Leclerc [1994], which identified three stages of the consumer choice process; (1) orientation, (2) evaluation, and (3) verification. Their three stage model broke with previous research favoring two stage models and it disconfirmed the models of planned analysis of choice in favor of an adaptive and constructive process [Wedel and Pieters 2008]. The aim of this paper is to replicate the original study by Russo and Leclerc [1994] to better understand the characteristics of the different stages of the consumer choice process. We argue that such a replication is needed due to the advancements in the technology of eye-tracking during the last 15 years and the detrimental effects of think-aloud protocols. In general, our replication of the research by Russo and Leclerc [1994] confirms the three stage model they suggested by, but we identify some noteworthy differences regarding the time it takes to make a decision and the mean observation time in the three stages..",2012.0,2008.0,replication,mixed,"in general, our replication of the experiment byRusso and Leclerc [1994] conﬁrms the three stage model cover-ing orientation, evaluation and veriﬁcation, but we identify somenoteworthy additions that improve our understanding of consumerchoice.First, the omission of the verbal protocols makes the choice processbetween almost 50% shorter but at the same time the use of moderneye-tracking technology allows us to identify 40% more observa-tions during the choice process. This shows that the present tech-nology of eye-tracking provides much more details of the choiceprocess and that the omission of the verbal protocols signiﬁcantlyreduces the length of the choice process.Second, whereas Russo and Leclerc [1994] ﬁnd that the mean ob-servation time is longest in the evaluation stage, our results showthat the mean observation times is equally long in the evaluationand the ﬁrst veriﬁcation stage and shorter in the orientation stage.",full_text,openalex
10.1002/jaba.1055,10.1002/jaba.887,https://doi.org/10.1002/jaba.1055,https://doi.org/10.1002/jaba.887,"John Michael Falligant, Michael P. Kranak, Drew E. Piersma, R. Scott Benson, Jonathan D. Schmidt, Michelle A. Frank‐Crawford (2024) Further evidence of renewal in automatically maintained behavior. Journal of Applied Behavior Analysis.","Colin Muething, Nathan A. Call, Carolyn M. Ritchey, Alexis Pavlov, Alec M. Bernstein, Christopher A. Podlesnik (2021) Prevalence of relapse of automatically maintained behavior resulting from context changes. Journal of Applied Behavior Analysis.","Renewal is a relapse phenomenon that refers to the recurrence of a previouslyreduced behavior following a change in stimulus conditions. Muething et al.(2022) examined the phenomenology of renewal among individuals with automat-ically maintained challenging behavior treated at an outpatient clinic. We replicatedtheir findings by retrospectively examining renewal across various topographies ofautomatically maintained behavior treated at an inpatient hospital, and we extendedtheir work by also examining differences across subtypes of automatically maintainedself-injurious behavior. The prevalence of renewal was comparable to that observedby Muething et al., supporting the notion that automatically maintained challengingbehavior is susceptible to relapse phenomena. Furthermore, renewal was twiceas likely to occur for individuals with Subtype 2 versus Subtype 1 self-injuriousbehavior, providing additional evidence of behavioral differentiation betweensubtypes. Our findings suggest that even after apparent stability in treatment,practitioners should remain vigilant for the recurrence of automatically main-tained behavior during generalization.",2024.0,2021.0,replication,success,"We replicated their findings by retrospectively examining renewal across various topographies of automatically maintained behavior treated at an inpatient hospital, and we extended their work by also examining differences across subtypes of automatically maintained self-injurious behavior. The prevalence of renewal was comparable to that observed by Muething et al., supporting the notion that automatically maintained challenging behavior is susceptible to relapse phenomena. We replicated the findings of Muething et al. (2022), thereby further establishing the scope and characteristics, generality, and believability of renewal as they relate to automatically maintained behavior (see Hagopian, 2020).",full_text,openalex
10.1098/rsos.250508,10.1007/s11031-006-9031-z,https://doi.org/10.1098/rsos.250508,https://doi.org/10.1007/s11031-006-9031-z,"Chi Wai Chan, Hiu Ching Lim, Fung Yee Lau, WY Ip, Chak Fong Shannon Lui, Katy Y. Y. Tam, Gilad Feldman (2025) Revisiting the effects of helper intentions on gratitude and indebtedness: Replication and extensions Registered Report of Tsang (2006). Royal Society Open Science.",Jo‐Ann Tsang (2006) The Effects of Helper Intention on Gratitude and Indebtedness. Motivation and Emotion.,"Gratitude and indebtedness are common emotions in response to a favour, yet research suggests that they are experienced differently depending on the situation. Tsang (Tsang JA. 2006 The effects of helper intention on gratitude and indebtedness. Motiv. Emot.30, 198–204. (doi:10.1007/s11031-006-9031-z)), found that gratitude for a favour depended on perceived helper intention, whereas indebtedness did not. Perceived benevolent helper intentions were associated with higher gratitude from beneficiaries compared to selfish ones, yet had no associations with indebtedness. In a registered report with a United States Prolific student sample (n = 759), we conducted a replication and extensions of studies 2 and 3 from Tsang, 2006. In the original studies, Tsang found support for the impact of the helper’s intention on gratitude (study 2: 
 = 0.20 [0.08, 0.32]; study 3: 
 = 0.14 [0.03, 0.26]), but not for indebtedness (study 2: 
 = 0.01 [0.00, 0.08]; study 3: 
 = 0.00 [0.00, 0.03]). In our replications, we found support for the impact of helper’s intention on gratitude (study 2: 
 = 0.33 [0.28, 0.37]; study 3: 
 = 0.16 [0.12, 0.20]), and—as expected—no support for an effect on indebtedness (study 2: 
 = 0.00 [0.00, 0.01]; study 3: 
 = 0.01 [0.00, 0.01]). We concluded a successful replication, that helping intent was more strongly associated with gratitude than with indebtedness. Extending the replication, we found evidence for the impact of helper intention on perceived expectations for reciprocity (d = 1.51 [1.31, 1.71]), and reciprocity inclination (d = 0.66 [0.48, 0.84]), and for opposite associations of perceived reciprocity expectations with gratitude (r = −0.28 [−0.35, −0.22]) and indebtedness (r = 0.17 [0.10, 0.24]). Materials, data and code are available on: https://osf.io/ghfy4/. This registered report has been officially endorsed by the Peer Community in Registered Reports: https://doi.org/10.24072/pci.rr.100788.",2025.0,2006.0,replication,success,"We concluded a successful replication, that helping intent was more strongly associated with gratitude than with indebtedness.",abstract,openalex
10.3390/g11040058,10.1126/science.288.5467.850,,https://doi.org/10.1126/science.288.5467.850,"Yvan I. Russell, Yana Stoilova, Aura-Adriana Dosoftei (2020) Cooperation through Image Scoring: A Replication. Games.","Claus Wedekind, Manfred Milinski (2000) Cooperation Through Image Scoring in Humans. Science.","“Image scoring” is a type of social evaluation, originally used in agent-based models, where the reputation of another is numerically assessed. This phenomenon has been studied in both theoretical models and real-life psychology experiments (using human participants). The latter are aimed to create conditions in the laboratory where image scoring can be elicited. One influential paper is that of Wedekind and Milinski (2000), WM. Our paper is a replication of that study, deliberately employing very similar methodology to the original. Accordingly, we had six groups of ten participants play an economic game. In each round, each player was randomly paired with another player whose identity was unknown. The participant was given a binary choice of either (1) donating money to that person, or (2) not donating money. In each round, the player was passively exposed to information about the past generosity of the other player. In our study, we successfully replicated the central result of WM. Participants in our replication gave significantly more money to partners with higher image scores (more generous reputations) than those with lower image scores (less generous reputations). This paper also provides a critical review of the methodology of WM and the study of image scoring.",2020.0,2000.0,replication,success,"…we successfully replicated the central result of Wedekind and Milinski (2000)…In each round, the player was passively exposed to information about the past generosity of the other player. In our study, we successfully replicated the central result of WM. Participants in our replication gave significantly more money to partners with higher image scores (more generous reputations) than those with lower image scores (less generous reputations).",full_text,openalex
10.20982/tqmp.16.2.r001,10.1037/h0021797,,https://doi.org/10.1037/h0021797,"Marilou Poitras, Lucie Péléja, Gardy Lavertu, Anouck Langlois, Katia Boulerice, Pauline Berthelot, Philippe Vincent‐Lamarre (2020) A Replication of Waugh and Norman (1965) Primary Memory study. The Quantitative Methods for Psychology.","Nancy C. Waugh, Donald A. Norman (1965) Primary memory. Psychological Review.","Waugh & Norman's experiment (1965) is among the most influential studies in the field of cognitive psychology. Using a probe digit memory test, they proposed that the proportion of correctly remembered items, digits in this case, depends on the number of interfering items shown between the recall item and the signal, or probe, identifying the recall target. This indicates that interference alone accounts for forgetting in short-term memory. The following study aimed to replicate these results with greater statistical power as the original study used a small sample of 4 participants. In a second study, we used shorter lists to examine potential effects of the relative difficulty of the task. Both studies' results partially support Waugh & Norman's claim, as participants were more likely to recall a digit that was followed by fewer interfering items. Additionally, we observed an interaction involving presentation rate and interference, as participants performed best with a low amount of interfering items presented at 1 item per second. However, lists with a higher number of interfering items (7 and above) had similar correct recall proportion regardless of the presentation rate. These findings further support the prevalence of interference theory over the decay theory but also call for a closer look at the possible interaction between the two. Future studies should examine the latter as well as the possible effect of cognitive fatigue due to the difficulty of the task, underlining the importance of replication studies.",2020.0,1965.0,replication,mixed,"Both studies' results partially support Waugh & Norman's claim (...) The results obtained from this experiment partially support Waugh and Norman’s (1965) conclusion that only interference affects retention in short-term memory. It can be noted that the average proportion of correct recall decreases with the number of interfering items, as predicted by Figure 2. However, the curves are distinct at first and
then converge to an asymptotic performance at about 20% correct recall. Whereas the decay theory predicts that the two curves would diverge, we see the inverse effect.",full_text,openalex
